ID_MONITORIA,DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,ANALISTA,NOTA_FINAL,Saudação e Identificação,Escuta Ativa,Clareza na Comunicação,Resolução no Primeiro Contato,Empatia com o Cliente,Conhecimento do Produto,Seguiu Script,Encerramento Adequado
705,2024-03-06,5510074,Supervisor 5,Segmento 4,Isis da Mata,5.2,7,4,6,1,9,8,1,6
706,2024-03-06,5510074,Supervisor 5,Segmento 4,Anthony da Mata,4.2,4,4,3,3,10,7,3,0
707,2024-03-27,5510074,Supervisor 5,Segmento 4,Ana Vitória Cunha,4.4,9,0,0,9,0,6,2,9
708,2024-03-17,5510074,Supervisor 5,Segmento 4,João Pedro Cavalcante,3.4,9,1,3,9,0,4,1,0
709,2024-01-05,5510075,Supervisor 3,Segmento 4,Eloá Siqueira,3.8,0,6,3,3,1,4,7,6
710,2024-01-13,5510075,Supervisor 3,Segmento 4,Cauê Rocha,3.8,7,3,0,0,9,1,6,4
711,2024-01-19,5510075,Supervisor 3,Segmento 4,Sarah Cavalcante,4.8,6,1,9,1,5,8,5,3
712,2024-01-20,5510075,Supervisor 3,Segmento 4,Ana Luiza Marques,5.4,0,8,9,6,7,4,6,3
713,2024-02-02,5510075,Supervisor 3,Segmento 4,Rafael Vargas,5.0,1,9,4,5,2,10,3,6
714,2024-02-07,5510075,Supervisor 3,Segmento 4,Lara Moreira,3.5,2,1,9,0,3,6,1,6
715,2024-02-22,5510075,Supervisor 3,Segmento 4,Luiz Felipe Aragão,4.9,5,4,3,8,4,4,1,10
716,2024-02-12,5510075,Supervisor 3,Segmento 4,Dra. Olívia Santos,5.1,2,6,3,2,10,10,6,2
717,2024-03-19,5510075,Supervisor 3,Segmento 4,Arthur Gabriel Abreu,5.9,3,7,10,6,3,4,5,9
718,2024-03-27,5510075,Supervisor 3,Segmento 4,Marcelo Monteiro,5.6,6,2,6,3,5,10,10,3
719,2024-03-01,5510075,Supervisor 3,Segmento 4,Joaquim Gonçalves,5.6,5,2,10,2,7,7,4,8
720,2024-03-10,5510075,Supervisor 3,Segmento 4,Eloá Araújo,5.0,0,7,6,6,6,0,9,6
721,2024-01-08,5510076,Supervisor 6,Segmento 1,Sophie Fogaça,6.9,4,5,10,9,2,10,10,5
722,2024-02-04,5510076,Supervisor 6,Segmento 1,Dr. Caleb Dias,5.0,4,4,9,5,1,7,6,4
723,2024-03-15,5510076,Supervisor 6,Segmento 1,Isabela Gonçalves,4.8,2,4,9,3,2,7,3,8
724,2024-01-08,5510077,Supervisor 7,Segmento 4,Pedro Lucas da Luz,5.0,8,8,7,6,1,0,0,10
725,2024-01-07,5510077,Supervisor 7,Segmento 4,Brenda Siqueira,5.1,5,9,4,8,2,7,0,6
726,2024-01-24,5510077,Supervisor 7,Segmento 4,Valentim Cardoso,4.9,9,0,8,7,10,1,3,1
727,2024-01-07,5510077,Supervisor 7,Segmento 4,Ester da Paz,5.1,9,7,2,8,5,8,0,2
728,2024-02-08,5510077,Supervisor 7,Segmento 4,Sra. Cecília Jesus,5.0,0,8,2,0,10,10,6,4
729,2024-02-01,5510077,Supervisor 7,Segmento 4,Hadassa Gomes,5.9,6,0,2,8,8,10,10,3
730,2024-02-27,5510077,Supervisor 7,Segmento 4,Pedro Lucas Oliveira,5.1,6,8,5,7,8,6,0,1
731,2024-02-19,5510077,Supervisor 7,Segmento 4,Bryan Garcia,5.1,5,8,0,4,3,9,3,9
732,2024-03-10,5510077,Supervisor 7,Segmento 4,Caroline Rezende,7.5,8,8,10,1,10,8,6,9
733,2024-03-16,5510077,Supervisor 7,Segmento 4,Cecília Câmara,4.5,6,7,5,0,4,4,6,4
734,2024-03-15,5510077,Supervisor 7,Segmento 4,Srta. Cecília Cavalcanti,4.5,10,3,0,7,7,2,0,7
735,2024-03-12,5510077,Supervisor 7,Segmento 4,Srta. Maria Luísa Correia,5.0,10,8,0,2,8,2,7,3
736,2024-01-08,5510078,Supervisor 7,Segmento 3,João Felipe Ribeiro,7.6,8,0,9,9,8,8,10,9
737,2024-01-05,5510078,Supervisor 7,Segmento 3,Maria Fernanda Campos,6.0,5,3,7,7,4,7,6,9
738,2024-01-22,5510078,Supervisor 7,Segmento 3,Pedro Lucas Cardoso,3.2,3,0,4,5,1,0,5,8
739,2024-01-05,5510078,Supervisor 7,Segmento 3,Ana Júlia Souza,5.6,3,7,8,4,9,8,6,0
740,2024-01-12,5510078,Supervisor 7,Segmento 3,Vitor Hugo Duarte,4.1,0,5,4,2,5,1,8,8
741,2024-01-06,5510078,Supervisor 7,Segmento 3,Dra. Maria Sophia Cavalcante,6.6,6,10,8,9,0,10,5,5
742,2024-02-13,5510078,Supervisor 7,Segmento 3,Manuela Rodrigues,5.8,0,7,7,8,8,4,3,9
743,2024-02-05,5510078,Supervisor 7,Segmento 3,Srta. Isis Gomes,6.5,9,5,10,10,0,9,1,8
744,2024-02-11,5510078,Supervisor 7,Segmento 3,Isadora Lopes,5.0,1,4,9,8,10,3,5,0
745,2024-02-11,5510078,Supervisor 7,Segmento 3,Clarice da Costa,4.9,2,6,5,2,8,7,9,0
746,2024-02-04,5510078,Supervisor 7,Segmento 3,Bernardo Dias,6.0,5,9,7,3,0,10,7,7
747,2024-02-11,5510078,Supervisor 7,Segmento 3,Yan Cardoso,4.5,7,8,1,0,8,8,1,3
748,2024-03-03,5510078,Supervisor 7,Segmento 3,Sr. Gabriel Nogueira,2.8,0,5,7,5,4,1,0,0
749,2024-03-26,5510078,Supervisor 7,Segmento 3,Eloá Rios,4.6,3,1,6,9,9,6,2,1
750,2024-03-24,5510078,Supervisor 7,Segmento 3,Alexandre Pastor,4.6,3,9,2,3,8,1,6,5
751,2024-03-12,5510078,Supervisor 7,Segmento 3,Léo Freitas,4.4,1,4,2,10,4,3,2,9
752,2024-03-11,5510078,Supervisor 7,Segmento 3,Alice Lima,4.9,4,2,10,9,2,8,4,0
753,2024-03-11,5510078,Supervisor 7,Segmento 3,Marcos Vinicius Vieira,4.8,6,4,5,3,3,8,4,5
754,2024-01-25,5510079,Supervisor 6,Segmento 1,Enrico Aragão,6.6,4,7,9,9,10,4,1,9
755,2024-01-10,5510079,Supervisor 6,Segmento 1,Ester Cardoso,5.1,7,3,5,7,1,8,8,2
756,2024-01-02,5510079,Supervisor 6,Segmento 1,Lucas Rios,4.2,8,5,3,3,2,3,1,9
757,2024-02-15,5510079,Supervisor 6,Segmento 1,Dr. André Ramos,4.5,5,1,2,1,5,4,10,8
758,2024-02-26,5510079,Supervisor 6,Segmento 1,Yuri Casa Grande,7.0,7,8,10,9,7,0,8,7
759,2024-02-21,5510079,Supervisor 6,Segmento 1,Laís Ferreira,5.0,4,6,7,4,0,9,0,10
760,2024-03-14,5510079,Supervisor 6,Segmento 1,André Alves,5.6,6,1,4,3,5,6,10,10
761,2024-03-21,5510079,Supervisor 6,Segmento 1,Davi Luiz Campos,3.6,3,1,0,8,2,3,2,10
762,2024-03-24,5510079,Supervisor 6,Segmento 1,Bruno Lima,2.8,1,1,1,5,0,8,2,4
763,2024-01-22,5510080,Supervisor 2,Segmento 3,Eduarda Dias,4.9,6,10,1,10,1,4,1,6
764,2024-01-24,5510080,Supervisor 2,Segmento 3,Dr. Gael Barbosa,5.6,3,5,5,5,7,8,8,4
765,2024-01-11,5510080,Supervisor 2,Segmento 3,Davi Lucca Aragão,4.5,1,4,5,7,4,7,3,5
766,2024-01-01,5510080,Supervisor 2,Segmento 3,Ravi Sampaio,7.5,5,8,7,8,10,10,5,7
767,2024-01-25,5510080,Supervisor 2,Segmento 3,Enzo Peixoto,4.8,6,7,1,6,3,4,4,7
768,2024-01-17,5510080,Supervisor 2,Segmento 3,Carlos Eduardo Duarte,4.9,7,9,8,7,3,3,1,1
769,2024-02-12,5510080,Supervisor 2,Segmento 3,Thomas Costela,5.8,9,7,5,7,5,3,0,10
770,2024-02-12,5510080,Supervisor 2,Segmento 3,Gabriel Camargo,5.0,4,5,3,7,0,7,4,10
771,2024-02-19,5510080,Supervisor 2,Segmento 3,Lavínia Correia,4.2,7,1,3,1,4,3,9,6
772,2024-02-23,5510080,Supervisor 2,Segmento 3,Pedro da Luz,5.9,9,2,6,1,9,10,2,8
773,2024-02-19,5510080,Supervisor 2,Segmento 3,Lorenzo Silva,6.4,2,10,10,7,10,9,3,0
774,2024-02-12,5510080,Supervisor 2,Segmento 3,Heloisa Moreira,5.6,7,10,5,0,4,7,5,7
775,2024-03-12,5510080,Supervisor 2,Segmento 3,Luiz Felipe Casa Grande,5.6,0,9,10,7,4,10,1,4
776,2024-03-17,5510080,Supervisor 2,Segmento 3,Nicolas Casa Grande,4.8,1,7,4,5,0,1,10,10
777,2024-03-04,5510080,Supervisor 2,Segmento 3,Sra. Olívia Barros,7.4,10,10,1,10,5,9,5,9
778,2024-03-18,5510080,Supervisor 2,Segmento 3,Emanuel Santos,5.1,3,1,8,5,7,1,9,7
779,2024-03-24,5510080,Supervisor 2,Segmento 3,Alícia Porto,5.0,5,1,6,4,4,7,8,5
780,2024-03-17,5510080,Supervisor 2,Segmento 3,Maria Eduarda Pimenta,6.2,8,9,4,4,3,9,7,6
781,2024-01-07,5510081,Supervisor 2,Segmento 3,Otávio da Rocha,5.2,1,0,8,9,7,4,8,5
782,2024-01-07,5510081,Supervisor 2,Segmento 3,Dr. Thales Montenegro,4.6,4,2,0,8,4,8,10,1
783,2024-01-07,5510081,Supervisor 2,Segmento 3,Bruno Jesus,5.1,3,9,10,5,1,9,0,4
784,2024-02-08,5510081,Supervisor 2,Segmento 3,Guilherme Rodrigues,4.9,7,7,1,8,6,7,3,0
785,2024-02-07,5510081,Supervisor 2,Segmento 3,Sara Costela,5.2,8,5,10,6,2,6,2,3
786,2024-02-07,5510081,Supervisor 2,Segmento 3,Allana Novais,4.4,9,10,2,4,1,5,1,3
787,2024-03-23,5510081,Supervisor 2,Segmento 3,Evelyn Cirino,5.6,4,10,0,1,7,4,9,10
788,2024-03-19,5510081,Supervisor 2,Segmento 3,Sra. Caroline Peixoto,5.2,10,7,1,3,10,6,4,1
789,2024-03-11,5510081,Supervisor 2,Segmento 3,Luiz Miguel Cirino,4.2,2,5,4,1,8,9,5,0
790,2024-01-14,5510083,Supervisor 2,Segmento 2,Felipe Jesus,5.8,1,10,6,4,8,7,7,3
791,2024-01-17,5510083,Supervisor 2,Segmento 2,Marcela Guerra,6.6,9,7,10,8,6,5,1,7
792,2024-01-11,5510083,Supervisor 2,Segmento 2,João Gabriel da Mota,5.5,9,3,8,10,5,2,5,2
793,2024-01-13,5510083,Supervisor 2,Segmento 2,Emanuelly Pereira,6.0,10,7,4,10,7,0,4,6
794,2024-01-13,5510083,Supervisor 2,Segmento 2,Elisa Carvalho,6.2,5,7,1,10,7,3,10,7
795,2024-01-17,5510083,Supervisor 2,Segmento 2,Ana Gonçalves,7.2,7,10,10,1,5,7,8,10
796,2024-02-13,5510083,Supervisor 2,Segmento 2,Arthur Gabriel Viana,4.6,7,2,9,10,3,0,6,0
797,2024-02-01,5510083,Supervisor 2,Segmento 2,Heloisa da Cruz,5.8,8,9,8,1,9,2,0,9
798,2024-02-16,5510083,Supervisor 2,Segmento 2,Léo da Rosa,5.1,3,8,2,9,6,3,5,5
799,2024-02-10,5510083,Supervisor 2,Segmento 2,Ana Júlia Pires,6.0,3,2,5,8,7,8,8,7
800,2024-02-19,5510083,Supervisor 2,Segmento 2,Ravy Freitas,3.1,0,2,2,1,2,10,4,4
801,2024-02-07,5510083,Supervisor 2,Segmento 2,Sr. Gael Henrique Novais,5.0,6,4,1,6,1,10,6,6
802,2024-03-15,5510083,Supervisor 2,Segmento 2,Emanuelly Cavalcanti,7.4,9,10,10,4,5,9,4,8
803,2024-03-06,5510083,Supervisor 2,Segmento 2,João Vitor Ribeiro,4.5,3,0,7,4,1,3,9,9
804,2024-03-21,5510083,Supervisor 2,Segmento 2,Caroline da Paz,4.5,1,4,10,5,4,2,2,8
805,2024-03-06,5510083,Supervisor 2,Segmento 2,João Fogaça,5.2,9,7,4,3,4,7,6,2
806,2024-03-11,5510083,Supervisor 2,Segmento 2,Eloá Aragão,4.8,9,6,1,1,10,7,1,3
807,2024-03-01,5510083,Supervisor 2,Segmento 2,Ana Cecília Monteiro,5.6,9,6,0,8,3,8,9,2
808,2024-01-23,5510085,Supervisor 7,Segmento 4,Sr. João Felipe Cardoso,4.0,6,6,2,2,4,1,6,5
809,2024-01-19,5510085,Supervisor 7,Segmento 4,Augusto Ribeiro,7.2,6,7,3,8,10,10,6,8
810,2024-02-09,5510085,Supervisor 7,Segmento 4,Stephany Vasconcelos,2.6,0,5,6,1,0,6,2,1
811,2024-02-04,5510085,Supervisor 7,Segmento 4,Beatriz da Paz,5.9,7,10,5,6,2,6,9,2
812,2024-03-10,5510085,Supervisor 7,Segmento 4,Bárbara Sá,3.4,3,3,8,3,3,1,2,4
813,2024-03-10,5510085,Supervisor 7,Segmento 4,Luiz Fernando Aparecida,6.5,6,7,6,7,7,3,7,9
814,2024-01-03,5510086,Supervisor 2,Segmento 2,Kaique Cunha,6.1,8,9,0,0,10,8,4,10
815,2024-01-04,5510086,Supervisor 2,Segmento 2,Kamilly Pastor,5.4,3,8,4,8,5,1,5,9
816,2024-02-07,5510086,Supervisor 2,Segmento 2,Letícia Cunha,5.1,6,9,8,1,3,2,2,10
817,2024-02-05,5510086,Supervisor 2,Segmento 2,Anthony Marques,4.8,1,2,4,9,5,4,3,10
818,2024-03-23,5510086,Supervisor 2,Segmento 2,Rodrigo Correia,4.1,2,9,9,0,3,2,5,3
819,2024-03-04,5510086,Supervisor 2,Segmento 2,Dr. José Pedro Santos,4.5,6,1,4,4,3,8,10,0
820,2024-01-17,5510087,Supervisor 4,Segmento 1,Larissa Santos,5.9,1,5,8,9,5,10,2,7
821,2024-02-17,5510087,Supervisor 4,Segmento 1,Nicole Oliveira,4.8,7,8,3,4,0,4,6,6
822,2024-03-05,5510087,Supervisor 4,Segmento 1,Srta. Liz Pastor,4.8,5,0,4,6,10,3,8,2
823,2024-01-07,5510088,Supervisor 5,Segmento 4,Isabel Pires,4.4,2,3,2,6,6,8,0,8
824,2024-01-19,5510088,Supervisor 5,Segmento 4,Maria Flor da Conceição,5.0,6,6,3,1,5,2,10,7
825,2024-01-24,5510088,Supervisor 5,Segmento 4,Vitor Hugo Marques,5.5,1,7,7,6,7,4,6,6
826,2024-01-11,5510088,Supervisor 5,Segmento 4,Dr. Anthony Siqueira,3.9,2,0,3,5,6,6,0,9
827,2024-01-16,5510088,Supervisor 5,Segmento 4,Oliver Teixeira,6.5,4,4,6,9,7,8,9,5
828,2024-01-01,5510088,Supervisor 5,Segmento 4,Heloísa Dias,4.1,5,0,0,4,7,9,6,2
829,2024-02-21,5510088,Supervisor 5,Segmento 4,Luiz Otávio Alves,6.2,6,2,5,7,8,9,7,6
830,2024-02-02,5510088,Supervisor 5,Segmento 4,Antônio Moraes,6.5,1,10,6,10,8,2,9,6
831,2024-02-08,5510088,Supervisor 5,Segmento 4,Natália Albuquerque,6.9,8,9,10,8,1,9,2,8
832,2024-02-12,5510088,Supervisor 5,Segmento 4,Dra. Carolina Melo,5.0,1,0,8,7,1,7,10,6
833,2024-02-10,5510088,Supervisor 5,Segmento 4,Sra. Amanda Sales,5.6,10,8,2,1,5,6,5,8
834,2024-02-15,5510088,Supervisor 5,Segmento 4,Sr. Miguel Garcia,4.4,8,6,8,0,2,2,6,3
835,2024-03-14,5510088,Supervisor 5,Segmento 4,Dra. Hellena Lima,4.8,4,7,1,4,10,1,1,10
836,2024-03-07,5510088,Supervisor 5,Segmento 4,Maria Flor da Mata,5.4,3,6,3,1,10,7,7,6
837,2024-03-25,5510088,Supervisor 5,Segmento 4,Brayan Sousa,4.0,2,6,0,1,8,3,5,7
838,2024-03-13,5510088,Supervisor 5,Segmento 4,Leonardo Costela,4.4,8,4,1,7,0,8,7,0
839,2024-03-08,5510088,Supervisor 5,Segmento 4,Alice Machado,3.6,1,4,5,0,6,5,8,0
840,2024-03-09,5510088,Supervisor 5,Segmento 4,Luísa Viana,5.8,4,6,9,5,7,5,5,5
841,2024-01-01,5510089,Supervisor 1,Segmento 1,Ana Julia Duarte,4.9,6,6,6,6,4,1,5,5
842,2024-01-24,5510089,Supervisor 1,Segmento 1,João Oliveira,5.2,7,0,9,9,1,9,0,7
843,2024-01-20,5510089,Supervisor 1,Segmento 1,Sr. Augusto Almeida,6.0,9,8,4,5,10,1,7,4
844,2024-02-20,5510089,Supervisor 1,Segmento 1,Pedro Vargas,5.2,10,3,8,8,1,8,0,4
845,2024-02-11,5510089,Supervisor 1,Segmento 1,Ana Cecília Pinto,5.4,0,0,9,5,6,3,10,10
846,2024-02-12,5510089,Supervisor 1,Segmento 1,Dr. André Vargas,4.9,9,4,4,5,3,2,10,2
847,2024-03-20,5510089,Supervisor 1,Segmento 1,Maya Teixeira,4.6,1,7,10,8,4,1,5,1
848,2024-03-10,5510089,Supervisor 1,Segmento 1,Gabriel Aragão,6.2,10,6,6,1,7,5,9,6
849,2024-03-11,5510089,Supervisor 1,Segmento 1,Bernardo Costela,5.0,3,1,10,3,6,4,3,10
850,2024-01-15,5510092,Supervisor 4,Segmento 1,Anthony Moura,5.6,6,2,1,10,9,7,6,4
851,2024-01-02,5510092,Supervisor 4,Segmento 1,Laura Câmara,4.1,0,3,9,3,2,7,2,7
852,2024-02-12,5510092,Supervisor 4,Segmento 1,Mariane Cunha,4.0,10,5,1,4,2,1,4,5
853,2024-02-07,5510092,Supervisor 4,Segmento 1,Manuella Monteiro,6.1,4,7,8,1,6,8,9,6
854,2024-03-19,5510092,Supervisor 4,Segmento 1,Sr. Kaique da Mota,4.8,10,5,5,2,0,8,6,2
855,2024-03-23,5510092,Supervisor 4,Segmento 1,Valentina Ribeiro,4.4,0,7,6,6,9,4,2,1
856,2024-01-27,5510094,Supervisor 6,Segmento 1,Sra. Rebeca Sales,4.5,0,0,10,0,1,8,8,9
857,2024-02-22,5510094,Supervisor 6,Segmento 1,Ana Liz da Paz,5.0,4,7,5,7,8,6,2,1
858,2024-03-21,5510094,Supervisor 6,Segmento 1,Luiz Henrique das Neves,5.8,8,10,0,8,1,10,6,3
859,2024-01-13,5510095,Supervisor 7,Segmento 3,Pietro Almeida,4.1,0,2,0,9,6,2,8,6
860,2024-01-17,5510095,Supervisor 7,Segmento 3,Elisa da Rosa,5.1,8,10,6,0,4,4,0,9
861,2024-01-18,5510095,Supervisor 7,Segmento 3,Eduarda Ramos,6.6,10,9,9,7,5,7,0,6
862,2024-01-23,5510095,Supervisor 7,Segmento 3,Maria Luiza Novaes,5.9,1,8,5,1,6,8,8,10
863,2024-01-11,5510095,Supervisor 7,Segmento 3,Sr. Bryan Jesus,5.0,6,2,0,4,3,10,7,8
864,2024-02-06,5510095,Supervisor 7,Segmento 3,Enrico Ribeiro,4.8,8,1,10,5,8,1,4,1
865,2024-02-01,5510095,Supervisor 7,Segmento 3,Lucca Souza,4.5,0,8,8,2,6,5,2,5
866,2024-02-24,5510095,Supervisor 7,Segmento 3,Luiz Otávio Araújo,6.5,7,5,10,6,9,0,7,8
867,2024-02-03,5510095,Supervisor 7,Segmento 3,Larissa Rocha,6.2,10,2,3,9,4,4,8,10
868,2024-02-03,5510095,Supervisor 7,Segmento 3,Milena Pinto,4.5,0,10,4,8,7,3,4,0
869,2024-03-06,5510095,Supervisor 7,Segmento 3,Ester da Rosa,6.1,5,7,1,7,9,8,5,7
870,2024-03-04,5510095,Supervisor 7,Segmento 3,Matheus Silveira,4.6,5,3,9,4,6,3,4,3
871,2024-03-15,5510095,Supervisor 7,Segmento 3,Maria Isis Moreira,4.1,1,5,2,0,8,10,2,5
872,2024-03-10,5510095,Supervisor 7,Segmento 3,Maria Sophia Vasconcelos,5.5,8,0,10,2,9,8,2,5
873,2024-03-14,5510095,Supervisor 7,Segmento 3,Sophie Freitas,5.1,1,6,2,8,1,6,7,10
874,2024-01-07,5510096,Supervisor 4,Segmento 1,Ágatha Santos,5.4,10,7,9,6,6,4,1,0
875,2024-01-17,5510096,Supervisor 4,Segmento 1,Luiz Felipe Novais,3.9,0,1,2,8,3,4,4,9
876,2024-01-08,5510096,Supervisor 4,Segmento 1,Maria Laura Jesus,4.1,2,0,10,7,10,3,1,0
877,2024-02-25,5510096,Supervisor 4,Segmento 1,Breno Moura,5.0,8,3,7,0,8,9,0,5
878,2024-02-21,5510096,Supervisor 4,Segmento 1,Julia Siqueira,6.1,3,7,7,9,9,8,5,1
879,2024-02-16,5510096,Supervisor 4,Segmento 1,Gabriela Marques,5.4,9,6,5,2,8,4,4,5
880,2024-03-17,5510096,Supervisor 4,Segmento 1,Alice das Neves,5.4,4,0,6,4,9,7,7,6
881,2024-03-03,5510096,Supervisor 4,Segmento 1,Isis da Costa,5.9,8,9,7,9,9,0,3,2
882,2024-03-18,5510096,Supervisor 4,Segmento 1,Dr. Joaquim Machado,4.8,3,8,4,8,1,9,5,0
883,2024-01-09,5510098,Supervisor 1,Segmento 1,Dra. Sophia Porto,5.4,0,1,5,10,9,6,9,3
884,2024-01-12,5510098,Supervisor 1,Segmento 1,Ana Sophia Andrade,6.1,10,5,4,1,9,8,9,3
885,2024-02-14,5510098,Supervisor 1,Segmento 1,Rafael Novaes,5.8,2,0,9,8,9,9,3,6
886,2024-02-26,5510098,Supervisor 1,Segmento 1,Heitor Silveira,5.1,5,9,5,5,2,3,6,6
887,2024-03-13,5510098,Supervisor 1,Segmento 1,Ana Clara Nogueira,4.4,2,6,4,3,7,7,1,5
888,2024-03-09,5510098,Supervisor 1,Segmento 1,Matheus Aparecida,5.8,7,8,9,9,3,7,0,3
889,2024-01-13,5510099,Supervisor 6,Segmento 1,Mariane Oliveira,5.1,7,2,6,2,1,7,8,8
890,2024-01-23,5510099,Supervisor 6,Segmento 1,Ana Clara Sales,5.1,2,9,3,10,1,4,4,8
891,2024-01-16,5510099,Supervisor 6,Segmento 1,Marcelo Cunha,6.9,7,9,4,7,6,9,10,3
892,2024-01-22,5510099,Supervisor 6,Segmento 1,Lívia da Mota,3.8,2,5,7,2,6,0,4,4
893,2024-01-09,5510099,Supervisor 6,Segmento 1,Mirella Vasconcelos,5.9,9,0,9,2,5,10,2,10
894,2024-01-05,5510099,Supervisor 6,Segmento 1,Sr. Dante Moraes,4.9,2,8,0,3,9,0,9,8
895,2024-02-23,5510099,Supervisor 6,Segmento 1,Henry Brito,4.4,8,0,2,5,10,3,5,2
896,2024-02-19,5510099,Supervisor 6,Segmento 1,Lucas Gabriel Câmara,4.9,3,4,8,4,7,10,1,2
897,2024-02-15,5510099,Supervisor 6,Segmento 1,Zoe Abreu,7.0,4,4,9,7,7,8,7,10
898,2024-02-20,5510099,Supervisor 6,Segmento 1,Thiago Silva,4.6,2,6,8,5,6,5,5,0
899,2024-02-07,5510099,Supervisor 6,Segmento 1,Olivia Gonçalves,3.8,5,2,8,4,3,0,4,4
900,2024-02-22,5510099,Supervisor 6,Segmento 1,Gustavo Henrique Vargas,4.8,3,10,4,2,4,6,4,5
901,2024-03-16,5510099,Supervisor 6,Segmento 1,Cecilia Sampaio,3.5,2,2,0,3,9,4,8,0
902,2024-03-02,5510099,Supervisor 6,Segmento 1,Sra. Isadora Fernandes,4.9,5,3,3,1,10,8,5,4
903,2024-03-11,5510099,Supervisor 6,Segmento 1,João Vitor Moura,6.0,3,7,8,2,10,6,10,2
904,2024-03-15,5510099,Supervisor 6,Segmento 1,Lavínia Barros,6.8,5,10,9,4,5,8,10,3
905,2024-03-17,5510099,Supervisor 6,Segmento 1,Fernanda da Costa,6.1,8,10,10,5,2,1,4,9
906,2024-03-18,5510099,Supervisor 6,Segmento 1,Rafael Pastor,7.0,5,7,10,9,5,7,6,7
907,2024-01-04,5510100,Supervisor 1,Segmento 3,Vinícius Martins,2.0,0,2,4,4,0,1,1,4
908,2024-02-16,5510100,Supervisor 1,Segmento 3,Srta. Mirella da Rosa,3.8,3,2,0,5,4,8,8,0
909,2024-03-04,5510100,Supervisor 1,Segmento 3,Ísis Azevedo,5.4,3,7,2,1,7,8,8,7
910,2024-01-09,5510102,Supervisor 5,Segmento 4,Leonardo Albuquerque,4.1,4,4,1,5,0,5,6,8
911,2024-01-20,5510102,Supervisor 5,Segmento 4,Natália Alves,5.0,2,8,6,0,7,4,8,5
912,2024-01-20,5510102,Supervisor 5,Segmento 4,Rhavi Farias,5.8,2,9,8,6,7,5,5,4
913,2024-01-07,5510102,Supervisor 5,Segmento 4,Srta. Anna Liz Brito,4.6,2,2,8,3,9,2,4,7
914,2024-01-01,5510102,Supervisor 5,Segmento 4,Sra. Melina Novais,6.0,2,10,10,10,0,8,1,7
915,2024-01-13,5510102,Supervisor 5,Segmento 4,Renan Oliveira,5.5,2,7,5,10,5,2,5,8
916,2024-02-04,5510102,Supervisor 5,Segmento 4,Gael Lopes,5.9,9,3,9,4,2,5,9,6
917,2024-02-16,5510102,Supervisor 5,Segmento 4,Maria Alice Moreira,3.6,2,3,7,4,1,1,10,1
918,2024-02-10,5510102,Supervisor 5,Segmento 4,Dr. Calebe Ribeiro,3.5,2,1,3,9,5,1,1,6
919,2024-02-08,5510102,Supervisor 5,Segmento 4,Vinícius Câmara,6.6,7,3,7,4,10,9,7,6
920,2024-02-09,5510102,Supervisor 5,Segmento 4,Rafael Gomes,4.0,2,10,10,2,0,2,1,5
921,2024-02-03,5510102,Supervisor 5,Segmento 4,Benjamim Machado,5.2,4,4,2,3,8,9,9,3
922,2024-03-13,5510102,Supervisor 5,Segmento 4,Bella Cirino,6.4,10,4,10,7,5,8,4,3
923,2024-03-05,5510102,Supervisor 5,Segmento 4,Benicio Carvalho,6.0,7,4,0,2,10,7,10,8
924,2024-03-11,5510102,Supervisor 5,Segmento 4,Maria Isis da Mota,3.9,0,6,10,2,0,9,2,2
925,2024-03-23,5510102,Supervisor 5,Segmento 4,Liam Pinto,6.2,7,5,1,5,8,9,5,10
926,2024-03-23,5510102,Supervisor 5,Segmento 4,Lunna Farias,4.9,5,2,3,0,4,5,10,10
927,2024-03-17,5510102,Supervisor 5,Segmento 4,Caleb Nascimento,4.4,1,4,2,4,6,9,6,3
928,2024-01-27,5510103,Supervisor 2,Segmento 3,Dra. Maria Alice Correia,4.9,1,0,9,9,9,6,4,1
929,2024-01-02,5510103,Supervisor 2,Segmento 3,Noah Câmara,6.5,2,4,9,5,6,8,8,10
930,2024-01-27,5510103,Supervisor 2,Segmento 3,Otávio Borges,3.1,1,9,1,1,1,2,9,1
931,2024-01-05,5510103,Supervisor 2,Segmento 3,João Pedro Sampaio,5.2,9,7,4,2,6,9,4,1
932,2024-01-15,5510103,Supervisor 2,Segmento 3,Esther Costa,4.8,1,1,7,10,2,3,4,10
933,2024-02-24,5510103,Supervisor 2,Segmento 3,Liam Dias,4.0,6,6,0,3,8,0,9,0
934,2024-02-20,5510103,Supervisor 2,Segmento 3,Luana Costa,3.6,1,3,1,7,1,8,7,1
935,2024-02-15,5510103,Supervisor 2,Segmento 3,Lucca Alves,3.5,8,0,3,6,3,1,3,4
936,2024-02-15,5510103,Supervisor 2,Segmento 3,Júlia Pacheco,4.1,7,9,2,1,9,0,3,2
937,2024-02-05,5510103,Supervisor 2,Segmento 3,João Felipe Nunes,6.5,8,10,7,10,1,7,1,8
938,2024-03-12,5510103,Supervisor 2,Segmento 3,Alice Costa,4.6,5,6,0,6,7,1,4,8
939,2024-03-14,5510103,Supervisor 2,Segmento 3,Juan Abreu,4.8,10,9,8,1,5,3,2,0
940,2024-03-01,5510103,Supervisor 2,Segmento 3,Bella Duarte,5.1,1,0,7,10,3,10,5,5
941,2024-03-15,5510103,Supervisor 2,Segmento 3,Raul Freitas,2.9,8,3,1,0,6,2,1,2
